Charter number,Year and quarter,Year,Quarter ,Credit Union name,"Street 
(Mailing address)","City 
(Mailing address)",State (Mailing address),Zip code (Mailing address),Credit Union type,NCUA region,Low-income designation,Members,Total assets,Total loans,Total deposits,Return on average assets,Net worth ratio (excludes CECL transition provision),Loan-to-share ratio,"Total deposits,
4 quarter growth 
(%)","Total loans, 
4 quarter growth 
(%)","Total assets, 
4 quarter growth 
(%)","Members,
4 quarter growth 
(%)","Net worth, 
4 quarter growth (excludes CECL transition provision)
(%)",Unnamed: 24,NCUA internal ID (join_number)
8141,2025.3,2025,3,MUSKEGON ST JOSEPH,1903 BARCLAY ST,MUSKEGON,MI,49441,1,1,0,1346,13022330,8525810,11599495,1.0472716145213758,10.23,73.50156192144571,-9.872407961347873,-11.338679544994857,-8.007405562337988,-8.807588075880757,12.151005798782988,,3813
8169,2025.3,2025,3,SOARION,1560 CABLE RANCH RD STE 200,SAN ANTONIO,TX,78245,1,2,1,58035,563745908,417508485,501936509,0.08545949620351051,5.54,83.1795411399333,-12.466223885168981,-20.33314817288695,-9.539768860758125,4.8414777346219795,-0.28204947915437095,,3825
8187,2025.3,2025,3,AMERICAN UNITED,2687 W 7800 S,West Jordan,UT,84088,1,3,1,21751,387765095,300144762,328300210,0.33683600028360594,10.89,91.42387146203775,3.678458837969667,-0.3478662213342143,3.215896608629887,-14.014073371283997,0.4193891480558279,,3832
8212,2025.3,2025,3,BREAKWATER,700 E SHARON AVE,HOUGHTON,MI,49931,1,1,1,10433,131463035,83743563,114576768,1.7129398030396241,12.39,73.08947918656598,4.34835256734698,-0.23708468901205704,6.669064352717058,0.43319214478243495,14.893062893297436,,3842
8216,2025.3,2025,3,QUINDARO HOMES,660 Manorcrest Dr,Kansas City,KS,66101,1,3,1,182,611445,357614,337931,2.898027600150516,44.22,105.82456181883285,28.69394672201382,10.760644344025948,18.13878450049753,-1.0869565217391353,6.1463874222230945,,3845
8218,2025.3,2025,3,CENTRAL ONE,714 Main St,Shrewsbury,MA,1545,1,1,0,39525,835942465,670490401,692959135,0.7165724209830128,9.74,96.75756724096003,4.135040263497802,4.874243767670072,4.1970232536122865,0.2383911135908301,5.470020359043283,,3847
8229,2025.3,2025,3,FIRST CHOICE,2209 W State St,New Castle,PA,16101,1,1,0,7825,78123778,48092514,68252975,1.6595486756331432,11.35,70.46215055094667,9.057422549676009,-7.781575982829903,9.494114422347465,2.2207707380796915,16.810495882538326,,3851
8230,2025.3,2025,3,TECHNICOLOR,434 W Alameda Avenue,Burbank,CA,91506,1,3,0,4126,86972834,60985513,59604701,-0.8599081183809016,8.35,102.31661593269297,-1.4539553551855877,0.990090336560856,0.000542701139938373,-4.623208506703658,-11.426834694100567,,3852
8237,2025.3,2025,3,SOUTH TEXAS,2121 W Dove Ave,McALLEN,TX,78504,1,2,1,6234,66777267,23176740,61351939,0.6327407246979657,8.82,37.77670335732991,6.360365544949009,-30.340505212979295,6.845058069017651,-19.716677398583382,6.686087434036396,,3859
8255,2025.3,2025,3,HOBART IND SCHOOL EMPLOYEES,2211 E 10TH ST,HOBART,IN,46342,1,2,0,403,2198443,1379128,1940411,0.5284838167711036,11.61,71.0740147319305,0.0,0.0,0.0,0,0.0,,3861
8261,2025.3,2025,3,MATTEL,333 Continental Blvd,El Segundo,CA,90245,1,3,0,1902,27036992,20487387,23873392,0.17347285379914704,11.44,85.81682485672752,-2.7395718289243476,-3.9886891842609073,-2.571006215464988,-6.856023506366304,0.6768915769448796,,3866
8290,2025.3,2025,3,THE PEOPLE'S,P.O. BOX 9335,AMARILLO,TX,79105,1,2,1,18849,217958926,137027717,200617757,0.4659280066057519,8.92,68.30288557158975,3.054155672157055,3.1333926403498413,3.591653340392198,-10.045814641595873,3.9175704073186894,,3877
8298,2025.3,2025,3,GOLDEN TRIANGLE,5211 E Parkway St,Groves,TX,77619,1,2,1,2328,37069947,15421412,30184239,1.3766256087258226,18.92,51.09094186538875,4.879644576734377,-8.692874030675913,5.039086666976078,-2.5125628140703515,7.928999709643304,,3881
8299,2025.3,2025,3,ESTACADO,2220 N DAL PASO,HOBBS,NM,88240,1,3,0,8644,114627775,67745657,98506172,1.738551522936607,13.33,68.77300744160478,8.7818238264731,7.089601124388012,9.700725959578183,3.150357995226738,14.576148786624604,,3882
8313,2025.3,2025,3,COMMONROOTS,PO BOX 2088,CRANBERRY TOWNS,PA,16066,1,1,0,1755,15441626,6601014,14018031,-0.4008924757980131,9.28,47.089452149164174,-5.120233677964925,-15.767013661767692,-4.922512618606523,-7.14285714285714,-2.231669307742525,,3889
8317,2025.3,2025,3,CUTTING EDGE,PO Box 22192,Milwaukie,OR,97269,1,3,1,3810,53116017,19238387,46792799,-0.2853393523224423,10.23,41.11399063774749,-10.125539562631614,-10.443857253228984,-8.477970492925301,-1.3209013209013243,-3.867379457308573,,3891
8333,2025.3,2025,3,TOWER,PO BOX 1280,LAUREL,MD,20725,1,1,0,221992,4761469723,3625512194,4110891044,1.3489951079507476,14.18,88.19285539789655,5.518944459621555,7.015909024802736,3.925274683406599,-2.1272655929670203,10.346975933301193,,3901
8339,2025.3,2025,3,PATERSON POLICE,111 Broadway,Paterson,NJ,7505,1,1,0,533,4819309,1617058,3883298,-0.2217655733988888,19.15,41.641357423509604,-0.2824386532408796,11.561095618986638,-0.4421662676551974,2.6974951830443183,-1.2999405228003063,,3905
8344,2025.3,2025,3,KBR HERITAGE,PO BOX 4557,HOUSTON,TX,77210,1,2,0,4375,80219428,41696329,63361461,1.0975496824668773,20.5,65.80708263655725,-11.992274777784228,-1.1014239162127737,-8.86532245807815,-1.4861517676199032,4.9268869501654144,,3908
8349,2025.3,2025,3,SHORE TO SHORE COMMUNITY,4550 Division St,Trenton,MI,48183,1,1,1,5398,81524403,28704898,71854651,1.4033789372364325,11.33,39.94855948851522,-1.3039574867221515,-1.9789196389219055,-0.19834507628831988,-2.351664254703334,13.708994044673565,,3910
8367,2025.3,2025,3,GARDINER,420 Brunswick Ave,Gardiner,ME,4345,1,1,0,5449,92164301,57923538,77107881,2.0003340123430866,15.95,75.12012682594661,10.344947843442554,11.258952610115426,10.73189755831101,4.008398549341474,13.963628822028799,,3918
8413,2025.3,2025,3,PORT ARTHUR TEACHERS,3001 JIMMY JOHNSON BLVD,PORT ARTHUR,TX,77642,1,2,1,3077,36390747,9318182,30303029,0.7227320903576482,14.69,30.75000192225008,4.278411495439016,-2.041920361363425,4.338509151150971,-1.787424194063203,4.786642074955067,,3940
8418,2025.3,2025,3,STRIP STEEL COMMUNITY,3316 MAIN ST,WEIRTON,WV,26062,1,1,1,3535,56111118,23076735,45221516,0.9222083363746113,19.93,51.03043206247221,6.909856923850244,-5.54499449030017,7.35787638680423,0,9.845862502522392,,3943
8428,2025.3,2025,3,ADVANTAGE PLUS,PO BOX 4610,POCATELLO,ID,83205,1,3,1,21409,270933050,226406779,242292317,1.0405354725464742,10.16,93.4436476580477,3.105555683076311,9.452981977994202,3.5114344940077036,0.9096907993966896,8.661669201565049,,3949
8433,2025.3,2025,3,MERIDIAN MUTUAL,PO Box 310,Meridian,MS,39302,1,2,1,7302,64913710,30594700,56778654,0.7030154146245682,13.08,53.884158648776705,15.808030116838957,10.918959265061435,14.546843575752199,5.718835963515279,5.430272926592745,,3952
8435,2025.3,2025,3,KO`OLAU,6699 Mokapu Rd,KAILUA,HI,96734,1,3,0,6343,97791762,58947848,87965640,0.7861184814047651,9.24,67.0123561881662,7.38079807992591,2.8618682194518907,8.346816797630918,-3.952150211992733,9.041005146510237,,3953
8442,2025.3,2025,3,MY PENSACOLA,108 S REUS ST,PENSACOLA,FL,32502,1,2,1,4666,86890350,31993916,71192436,0.22887870998315699,18.05,44.94004952998096,5.39547131496656,-3.4523262244437247,4.955602111037716,1.7666303162486408,0.26301710643471166,,3957
8445,2025.3,2025,3,JACKSON AREA,PO Box 1403,Jackson,MS,39215,1,2,1,15543,153702442,45473199,135135070,0.6007280851405902,9.2,33.65018347938843,7.351089971073876,-1.3759505289549057,10.198797623317123,3.571666555607389,6.092252116483865,,3959
8474,2025.3,2025,3,WILLOW ISLAND,7910 S Pleasants Highway,Saint Marys,WV,26170,1,1,1,1749,11747580,9358999,10812173,-0.25108677909423505,7.86,86.5598339945171,5.3956606965184895,-3.1751799028937655,3.773899083253607,2.4604569420035194,2.5912383212615535,,3973
8475,2025.3,2025,3,OTERO,P.O. Box 2800,Alamogordo,NM,88311,1,3,1,33951,508682580,247919375,429273169,1.6591264721274288,15.06,57.75328925810409,4.4682167391473016,-0.14528068579066078,5.659510125339096,-0.9799632513780687,11.276297058108495,,3974
8486,2025.3,2025,3,TOWN & COUNTRY,PO BOX 9420,SOUTH PORTLAND,ME,4116,1,1,0,38818,610890974,475026857,503860293,0.25554138816377736,8.32,94.2774939004769,-1.6077379226121735,3.3463507853811247,0.68649890034016,-1.537134740259738,3.659856139800245,,3980
8512,2025.3,2025,3,SALT CITY,PO Box 188,Solvay,NY,13209,1,1,1,6974,105798531,68724136,95037371,0.7844017304998565,9.6,72.31274947620342,2.859990541034918,23.735152922817694,3.547715346979863,6.1491628614916305,9.496282406626163,,3995
8523,2025.3,2025,3,CACL,1800 W Market St,Pottsville,PA,17901,1,1,0,16767,237837480,199140071,214362662,0.6260364499671098,9.81,92.89867421034359,16.355837526365114,16.564552139968768,12.775758178558894,4.3957412365357,5.070048503223101,,4001
8530,2025.3,2025,3,KRAFTMAN,P O Drawer 10,Bastrop,LA,71221,1,2,1,6682,132903137,47878240,116370925,0.3834422143179604,15.27,41.14278545091912,4.820499451613092,6.652704776822338,5.391021594737078,-0.6837098692033305,1.9567473307763132,,4006
8540,2025.3,2025,3,R-S BELLCO,710 Third Avenue,New Brighton,PA,15066,1,1,1,3144,40170575,25679108,37213846,0.6812376644617865,7.54,69.00417656374458,3.149378596844987,22.506183843229756,3.449993743386548,20.045819014891176,6.8453386110913295,,4012
8548,2025.3,2025,3,ENCOMPASS,221 N Main St,Tipton,IN,46072,1,2,1,17440,265244350,218052316,236568890,0.768319357843585,8.04,92.17286178246007,1.9725067693475484,-2.151988553595996,-0.9819769584240023,1.3717740060451122,6.418621228726542,,4015
8549,2025.3,2025,3,CECIL COUNTY SCHOOL EMPLOYEES,203 BOOTH STREET,ELKTON,MD,21921,1,1,0,2527,26050496,9632817,23319361,0.002130769574911084,10.04,41.308237391238976,-2.8007935207200907,-14.142411860604842,-1.530664392654213,-10.864197530864194,0.9046874807144003,,4016
8550,2025.3,2025,3,FREEDOM OF MARYLAND,2019 Emmorton Rd,Bel Air,MD,21015,1,1,0,42676,554748547,438251400,495102996,0.4903980943027213,8.3,88.51721834460481,21.094126530885802,21.827510903610793,18.811001108957704,31.777057279604758,28.358346711832006,,4017
8554,2025.3,2025,3,FIRST FINANCIAL OF MARYLAND,72 Loveton Cir,Sparks,MD,21152,1,1,0,77094,1326130118,862901626,1099460866,0.16002766803473611,17.7,78.48406911829093,5.815962498704597,10.042648109040076,5.631421056801034,8.453260181472878,2.0743283123011396,,4019
8585,2025.3,2025,3,GENCO,P. O. Box 7246,Waco,TX,76714,1,2,1,38606,475688142,222684392,408856555,1.601117020983426,13.42,54.465163705153266,6.289867566404128,0.6598819441263615,7.120830104305931,-2.084812823374249,12.59869428556359,,4033
8588,2025.3,2025,3,COMMUNITY 1ST,2905 Main St,Miles City,MT,59301,1,3,1,3911,41222706,34013572,36090068,0.6242378849036638,11.25,94.2463505471921,5.205517819329564,4.826176017858219,5.499654333443993,-0.2295918367346994,6.955172931488122,,4034
8593,2025.3,2025,3,WATER'S EDGE,1976 Popps Ferry Road,Biloxi,MS,39532,1,2,1,614,5364872,2659511,4685435,0.1752577364815298,7.49,56.76123988487728,-0.5455794332494657,-9.421642807709707,-0.7240195129605942,-5.828220858895705,-2.9581895676882484,,4036
8609,2025.3,2025,3,EDU,P.O. Box 232,New Castle,DE,19720,1,1,1,8501,43779361,21397478,40771491,0.5474599229827636,6.83,52.48147044708274,-4.659117715890915,3.9562644286682103,-3.5810600661763337,-4.23566520220795,7.10628160050335,,4041
8611,2025.3,2025,3,CAPSTONE,3 POLARIS WAY STE 31B,ALISO VIEJO,CA,92656,1,3,0,1815,34020476,12868998,29460287,0.01788317116055329,11.93,43.682527600630635,-2.024986777160298,10.203082329910519,-0.5992914014885997,1.1142061281337101,-0.0836240775326615,,4042
8616,2025.3,2025,3,ST. ANTHONY OF PADUA,806 Bedford St,Fall River,MA,2723,1,1,1,1669,36611418,11106997,29367815,1.1097274892952713,19.73,37.820304302516206,6.2912411382992195,11.674171939863442,6.133637279484816,6.918641896220379,5.549225920258282,,4046
8618,2025.3,2025,3,WILLIAMSVILLE,656 N French Rd Ste 7,Amherst,NY,14228,1,1,0,1923,10750667,5714678,9397089,0.15535873876064432,12.53,60.81327951666734,-5.259523636451258,-10.862781468770887,-4.849666490007798,-1.6871165644171793,0.5063627494959884,,4047
8625,2025.3,2025,3,ERIE FIREFIGHTERS,3204 Maple St,Erie,PA,16508,1,1,1,766,10136474,2781825,8720441,1.0931900924095452,13.29,31.90004955024637,-3.814170875411127,-12.847390943516102,-2.273726436304657,-0.13037809647978849,9.069879252821185,,4051
8626,2025.3,2025,3,ERIE POLICE,300 State St Ste 303,Erie,PA,16507,1,1,1,430,2471411,1406501,1816223,1.138622687305565,26.11,77.440986046317,-14.36210667869976,-10.74209974539464,-9.873402488189031,-5.286343612334798,4.741277173119183,,4052
8642,2025.3,2025,3,HOWARD COUNTY EDUCATION,3458 Ellicott Center Dr Ste 106,Ellicott City,MD,21043,1,1,0,3976,24986063,15974497,22233023,0.8524981609583318,10.67,71.8503147322791,-1.5505822604189645,-0.95397808009966,-0.869628178727011,-1.0945273631840835,5.832175052619038,,4059
8654,2025.3,2025,3,TIPPECANOE,PO BOX 4975,LAFAYETTE,IN,47903,1,2,1,1298,14808081,6440801,12887791,0.8749789964911028,12.78,49.975988902985776,2.9603991489811188,-6.977253712106435,3.3549483214125875,-0.15384615384614886,6.078183559450142,,4063
8687,2025.3,2025,3,NORTH EAST WELCH,PO Box 597,North East,PA,16428,1,1,1,2662,23616935,14001053,19406934,2.043944054307587,17.17,72.1445901758619,-0.37588506088529483,4.1660844964461985,1.3000733727325464,-3.6205648081100605,13.137979977415453,,4086
8693,2025.3,2025,3,NIAGARA'S CHOICE,3619 Packard Rd,Niagara Falls,NY,14303,1,1,1,22101,255976867,148710347,231640895,0.8518956555713821,10.8,64.19865844500386,0.9219329342276428,1.3497421983711622,1.7950405937248615,-1.2907548012505599,10.10609158701756,,4089
8694,2025.3,2025,3,SINGING RIVER,6006 Highway 63,MOSS POINT,MS,39563,1,2,1,32213,385356732,320480988,338518583,0.6630202149014865,11.4,94.67160861889819,15.366774533848226,17.645046657544672,16.483373876557362,33.61400306939317,20.297470000837528,,4090
8701,2025.3,2025,3,ELECTRICAL,5080 W 60TH AVE,ARVADA,CO,80003,1,3,1,4026,51830139,24806637,45109515,1.1122414904071327,12.95,54.99202773516851,1.268539598793117,1.6219022471234856,1.9448740325269664,-0.4697156983930806,10.222744279126426,,4095
8709,2025.3,2025,3,LAKESHORE,2182 Lakeshore Dr,Muskegon,MI,49441,1,1,1,2600,44523597,13383899,39077023,0.39232547289355213,11.59,34.25004765588208,7.624386073566325,-3.8242232134176324,7.296497797020818,2.3622047244094446,3.3374726542524416,,4100
8715,2025.3,2025,3,1ST COMMUNITY,3505 WILDEWOOD DR,SAN ANGELO,TX,76904,1,2,1,23746,408489279,283313303,350801445,1.017548304251635,13.32,80.76172633781484,3.004594954979045,1.9466938823610835,2.8637995625335755,0.43564691452016024,7.5835354652774996,,4102
8725,2025.3,2025,3,COLORAMO,516 28 Road,Grand Junction,CO,81501,1,3,1,12738,188929856,137864744,165579328,0.24228647644714135,9.2,83.26205068304179,4.863208404021657,0.7167401241889859,6.540443466630297,1.5465561224489832,4.2261985252019,,4107
8733,2025.3,2025,3,SUNLIGHT,PO BOX 190,CODY,WY,82414,1,3,1,8757,218089594,144575490,193327446,0.048164267516409995,11.42,74.78270312431479,2.8415583604801675,-2.961345904891388,3.045646400509505,-2.505010020040077,1.7196026065364467,,4109
8749,2025.3,2025,3,SNAKE RIVER,2361 Orchard Dr E,Twin Falls,ID,83301,1,3,1,1277,11350536,10439629,9506678,0.5186440412710309,15.52,109.81363837083784,-0.21405319641262244,8.647820456634703,-0.27818875085660055,-0.3900156006240274,1.8665912605201407,,4114
8752,2025.3,2025,3,SIOUX VALLEY COOP,PO Box 344,Watertown,SD,57201,1,3,0,3379,42408825,25582703,33711798,1.3784117059121495,18.51,75.88649825203628,5.642126190890062,2.435111430458492,6.047641191055275,1.501952538299789,10.12640755019668,,4117
8774,2025.3,2025,3,MCKESSON & HEALTHCARE PROVIDERS,1785 Arnold Drive,Martinez,CA,94553,1,3,1,6983,90963878,51205464,77881257,0.32638290697609595,13.77,65.74812217013908,15.589238394088301,9.157468661985856,24.97337662609762,13.323596234988644,132.10152546170553,,4123
8791,2025.3,2025,3,METRO COMMUNITY,P O Box 5438,Huntington,WV,25703,1,1,1,4628,47584960,27871803,42571965,1.0086104885268383,9.5,65.46985322382935,7.599326186847044,-0.3637364191813597,8.066591332254959,-0.10792143319663383,10.473722127575417,,4129
8797,2025.3,2025,3,WRIGHT PATMAN CONGRESSIONAL,P O BOX 23267,WASHINGTON,DC,20026,1,1,1,49276,1262776843,751948688,1122129623,0.44588147777631343,10.77,67.01085797821416,4.691893723528673,1.8894698365579554,4.845218714254607,2.132775094824546,3.9907673534007917,,4131
8801,2025.3,2025,3,AVANTI,PO BOX 534,WATERTOWN,SD,57201,1,3,0,2987,32011763,21091119,28440970,1.3677227748969216,10.7,74.15752345999451,-1.7120051235189782,-2.3160746095154505,-0.35957598035439853,7.368799424874184,14.389860354751304,,4134
8812,2025.3,2025,3,RIVER VALLEY COMMUNITY,340 CASH ROAD S.W.,CAMDEN,AR,71701,1,2,1,6899,62567191,45082602,53468839,1.6755339619405696,13.42,84.31565532963975,3.586471270481084,3.569057575512957,5.575292213873384,-0.11582452584334435,15.512956059856386,,4139
8822,2025.3,2025,3,DOVER-PHILA,129 Fillmore Ave,Dover,OH,44622,1,2,0,34131,762804078,291087871,674267963,0.9336387614402902,13.04,43.170947898053996,10.04923931242747,3.1472603481193184,10.703123487169108,0.5509073768559913,6.2873807340820544,,4144
8825,2025.3,2025,3,ALLEG-KISKI POSTAL,501 11TH ST,NEW KENSINGTON,PA,15068,1,1,1,2497,19111497,8842720,15520572,0.9385463049826248,18.52,56.974188837885606,-4.0070685797831125,4.129538751475215,-2.1891586173097166,-6.4092953523238405,6.456200868937427,,4147
8828,2025.3,2025,3,NORFOLK COMMUNITY,18 Union St Ste 104,Norfolk,MA,2056,1,1,0,3590,33122175,20132840,28055648,0.7289360351014469,11.69,71.76038136777308,20.841068871099132,-5.227342267915058,18.154363819057618,-0.25006946373993255,10.017600948411925,,4148
8831,2025.3,2025,3,BLAIR COUNTY,3001 SIXTH AVENUE,ALTOONA,PA,16602,1,1,1,4519,74064274,12368485,57627337,2.51869023432268,22.11,21.462877939336327,3.834751509867229,-8.08934393910593,5.581502184688225,-3.212679374598415,12.245763040072855,,4150
8840,2025.3,2025,3,ONE SOUTH,148 N SHIELDS LN,NATCHEZ,MS,39120,1,2,1,2860,16800868,8620028,13951623,1.870822599958156,20.85,61.78512707804676,-14.624498890339389,-4.5507444021186565,-11.200162410740289,4.455807158509861,10.771764673147311,,4154
8854,2025.3,2025,3,UKRAINIAN,824 E RIDGE RD,ROCHESTER,NY,14621,1,1,1,28625,414116673,330987198,371972899,0.21089827756880858,7.95,88.98153572204195,6.955693757235992,-2.181598451858413,6.186222833066002,0.73195622338742,0.42727388282134926,,4160
8881,2025.3,2025,3,FERGUS,106 E Janeaux St,Lewistown,MT,59457,1,3,1,6442,113304288,85758336,97892335,1.6903974285838612,13.05,87.6047506681703,5.597890129186545,8.415994020822826,6.257009661097523,0.6248047485160946,10.714422633416996,,4177
8890,2025.3,2025,3,DEPARTMENT OF PUBLIC SAFETY,3650 N MARTIN LUTHER KING AVE,OKLAHOMA CITY,OK,73111,1,2,1,2383,27769762,12854774,23420854,0.16051190990896513,15.66,54.886017392875594,1.6091050238881133,-5.448491323431792,0.6131294194116066,-0.708333333333333,2.135575916586873,,4181
8903,2025.3,2025,3,NEW CASTLE BELLCO,1011 WILMINGTON AVE,NEW CASTLE,PA,16101,1,1,0,975,14003527,7121777,12261374,0.818674333001114,12.07,58.08302560545009,28.10123836822742,3.061076380894523,23.956138368544377,-1.1156186612576113,6.623472937282907,,4184
8905,2025.3,2025,3,SUNBELT,6885 U S Highway 49,Hattiesburg,MS,39402,1,2,1,35775,337261678,214838912,278939378,1.0443522086545012,16.65,77.0199293984229,11.269153942155175,19.874032309685894,10.366668376949907,-1.5628869383375044,5.556361580190396,,4186
8913,2025.3,2025,3,ERIE CITY EMPLOYEES,5 E 34th St,Erie,PA,16504,1,1,1,832,7676489,5726418,6017558,2.813915323267917,21.51,95.16182478008521,2.0358650701238545,10.36186838293891,2.783080326233822,0.3618817852834688,5.555264392441292,,4191
8915,2025.3,2025,3,ST. MICHAELS FALL RIVER,775 Davol St,Fall River,MA,2720,1,1,1,3215,128328175,107354167,114449427,0.39123026203008965,8.36,93.80052815817068,11.986349945308895,5.837838866345746,11.928227282162918,3.57603092783505,4.704193089548172,,4193
8920,2025.3,2025,3,PAN AMOCO,"3500 CAUSEWAY BLVD, SUITE 100",METAIRIE,LA,70002,1,2,0,1134,7393882,3665091,6702634,-0.6660448177988656,9.32,54.68135362903599,-3.7904029167324604,-8.097983922937624,-4.3186196815366396,-1.903114186851207,-9.091952461172536,,4197
8921,2025.3,2025,3,WILLIS KNIGHTON,PO BOX 17585,SHREVEPORT,LA,71118,1,2,1,8152,45421663,31321007,36493754,1.2994674121863108,18.11,85.82566485212784,6.218266591426036,1.3393119016638977,7.250893771949984,2.412060301507535,7.664073720924265,,4198
8922,2025.3,2025,3,OUTREACH,3904 CENTRAL PIKE,HERMITAGE,TN,37076,1,2,1,2168,33880173,17348168,29868805,0.37834730012746226,11.18,58.08122554618439,14.69492368066474,2.8088567893842065,14.837486804602907,15.135422198619231,14.0516221380944,,4199
8925,2025.3,2025,3,ADVANTAGEPLUS OF INDIANA,P.O. Box 5261,Terre Haute,IN,47805,1,2,1,7805,40286716,24784534,31622560,2.702453608926826,21.62,78.3761150267404,2.8606041657254,-1.2689872549151215,4.773128830584028,3.0363036303630464,12.989546709197969,,4201
8936,2025.3,2025,3,SEBASTICOOK VALLEY,POB 10,PITTSFIELD,ME,4967,1,1,1,12123,180479466,157659408,138755536,1.8954082636592677,14.35,113.62386867216598,4.846420252676054,3.6153588901582268,5.095312786424588,-2.091746083023749,13.267825947614384,,4206
8940,2025.3,2025,3,MODERN EMPLOYEES,1727 MOSELEY ST,OWENSBORO,KY,42303,1,2,1,517,5654878,2470245,5152960,-12.157949754493721,8.39,47.93836940321679,2.8478066182767936,-9.81123574830265,-6.301295141215524,-20.583717357910903,-53.248928518646245,,4209
8943,2025.3,2025,3,MINOT AREA SCHOOLS,215 2ND ST SE,MINOT,ND,58701,1,3,0,1177,14035067,5742727,12729867,0.6602075140834042,9.15,45.11223094475378,11.43417633482775,-11.821271354185935,11.222983384784113,1.5530629853321765,8.547323541021964,,4210
8944,2025.3,2025,3,HOLY FAMILY PARMA,7367 York Road,Parma,OH,44130,1,2,0,1052,16491770,2887133,13212460,0.40347928050315,19.65,21.851593117405844,-5.402691490412048,-17.914533831756142,-4.891851900038402,-13.201320132013205,-2.9111604822121717,,4211
8962,2025.3,2025,3,VELMA,PO BOX 186,VELMA,OK,73491,1,2,0,708,3047583,2803601,2562409,2.2527332807956375,15.19,109.41270499752382,0.21796470325041728,1.3474550721787715,2.1616446520883237,2.164502164502169,11.049308983454939,,4220
8967,2025.3,2025,3,DAVISON EMPLOYEES,PO BOX 2358,SULPHUR,LA,70664,1,2,1,671,4491523,3142207,3460466,-0.5804953771350023,22.58,90.8030016766528,-1.3646613230234306,-14.527166710551798,-1.6515190563849313,-0.592592592592589,-1.1937195017383035,,4222
8975,2025.3,2025,3,ALCO,2859 Lindy Lane,Wellsville,NY,14895,1,1,1,6806,59301908,33091868,51319015,1.1303730570159272,13.15,64.48266397942362,6.939553778437424,1.614760545544347,7.168089239629105,1.2948355410031365,8.96431752685355,,4225
8987,2025.3,2025,3,ARKANSAS HEALTH CENTER,6701 HIGHWAY 67 Bldg 67,BENTON,AR,72015,1,2,1,1068,9613148,5683415,8032477,1.7114091219358714,16.2,70.75544691880225,-0.9334787834238689,-12.07627626670611,0.9065600535416829,-2.64357338195077,11.999312459231206,,4230
8988,2025.3,2025,3,OWENSBORO,717 Harvard Drive,Owensboro,KY,42301,1,2,0,6082,88835362,37764679,76215807,1.4681732744837657,13.34,49.54966756436758,9.61338388904398,-2.6062193749533002,9.74423539049949,-2.594490711082642,11.115753903134287,,4231
8993,2025.3,2025,3,PUBLIC SERVICE PLAZA,80 Park Plaza,Newark,NJ,7102,1,1,0,958,12658806,1978234,10060867,0.5001818602320214,19.96,19.662659291689273,-8.059103945944146,0.2425196914233263,-5.7945114545627785,0.7360672975814886,2.943818173371358,,4233
9000,2025.3,2025,3,NICKEL STEEL,1067 s. main st.,lima,OH,45804,1,2,1,524,5477486,2341028,3728405,0.9226715806879868,31.76,62.78899422138957,-15.887313877469156,-13.14171310987906,-10.783170218002347,-2.420856610800748,2.5393380166200283,,4236
9003,2025.3,2025,3,MARKET USA,"8871 GORMAN RD, STE 100",LAUREL,MD,20723,1,1,1,20073,137883533,88706180,111074763,0.06210400606364417,18.72,79.86168739338207,2.7279182920510125,-15.04427541742247,1.1482860580402265,-0.5844188004556439,-2.101548138666935,,4239
9007,2025.3,2025,3,CLEARVIEW,8805 University Blvd.,Moon Township,PA,15108,1,1,0,142278,2089735740,1521749600,1846443828,0.3400583420981975,11.19,82.41515809599814,3.5792869087209356,1.8885552685894202,1.381914665502082,11.149477368248363,13.71158425424818,,4242
9042,2025.3,2025,3,WESTMORELAND WATER,1900 Franklin St.,Greensburg,PA,15601,1,1,1,1533,23339202,6751670,19213607,2.081408553518525,17.65,35.14004424052183,0.7645180390217554,1.2349710749514298,2.7384157485152327,-0.8408796895213455,13.870016065591628,,4261
9044,2025.3,2025,3,COLUMBUS CLUB,PO Box 1231,San Fernando,CA,91341,1,3,0,196,3087500,163720,2165945,-1.223914208683789,27.03,7.558825362601543,-4.93186171492177,-33.78120942723901,-4.752738108128707,-8.41121495327103,-4.7584162347576635,,4262
9071,2025.3,2025,3,DIRECT,"50 Cabot St, PO Box 9123",Needham,MA,2494,1,1,0,23561,784188722,696030682,612616921,-0.23539851044560728,11.5,113.61597405175165,5.274848557480394,-1.3021803466085724,-1.938957295960042,-5.5936210281684495,-3.3436845441724468,,4275
9075,2025.3,2025,3,HOBOKEN N J POLICE,PO BOX 1575,HOBOKEN,NJ,7030,1,1,1,782,10291613,6868187,7662386,-0.2003474150603719,23.8,89.63509538673723,-4.4815731149742355,-7.285340629351788,-3.3170761127644055,0.1280409731113874,1.6591535420409222,,4278
9082,2025.3,2025,3,PUBLIC SERVICE H C EMPLOYEES,P.O. BOX 7,Brick,NJ,8723,1,1,0,654,7297535,801460,4526148,1.8955937685883493,38.14,17.70733082524036,-11.831423141566134,1.7021848978359122,-6.397853965447597,-4.941860465116276,4.920476237865615,,4281
9089,2025.3,2025,3,UNIWYO,2020 E Grand Ave,Laramie,WY,82070,1,3,1,60086,775670043,504405380,678815312,1.5784677179958841,12.06,74.3067180547041,4.538443867048714,11.896243597760225,5.648592598865609,5.80197566515821,13.153072745804934,,4286
